"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1049023024987496448","x1470999866994151425",2021-12-15 06:11:12,"GMarliyani","@DrWendyRocks Aww Wendy! the feeling is mutual, I am so glad our path crossed! 🥰😘🤗","Twitter Web App",68,"x1470747927463170050","x352395807","DrWendyRocks",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x352395807","DrWendyRocks","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1470999866994151425","Gayatri Marliyani","Yogyakarta, Indonesia","Asst. Prof. in Geology at Universitas Gadjah Mada - Indonesia; earthquake geology and active tectonics; UGM, SDSU, and ASU alumna","https://t.co/IR4uvGPynq",FALSE,713,179,8,205,470,2018-10-07 19:45:53,FALSE,"https://t.co/IR4uvGPynq","http://gayatrimarliyani.staff.ugm.ac.id",,"https://pbs.twimg.com/profile_banners/1049023024987496448/1590952832",,"http://pbs.twimg.com/profile_images/1267112657384923136/gTpoed1h_normal.jpg"
"x1263751590","x1469895683960360961",2021-12-12 05:03:35,"twitfapetUGM","Just posted a photo https://t.co/f2kG4dVXyv","Instagram",43,,,,FALSE,FALSE,2,0,,,,,"instagram.com/p/CXXtB4ULMx3/…","https://t.co/f2kG4dVXyv","https://www.instagram.com/p/CXXtB4ULMx3/?utm_medium=twitter",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1469895683960360961","Peternakan UGM","Yogyakarta","Akun Resmi Fakultas Peternakan Universitas Gadjah Mada","http://t.co/cvZSo4qqC5",FALSE,2153,227,1,2266,7,2013-03-13 06:52:10,FALSE,"http://t.co/cvZSo4qqC5","http://fapet.ugm.ac.id",,"https://pbs.twimg.com/profile_banners/1263751590/1363158337","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3373878168/fb21b6c64fe74a208d861e5795b5b551_normal.jpeg"
"x307166715","x1457498224583790592",2021-11-08 00:00:30,"Ardiansyah2012","@vgarousi Law of supply and demand...","Twitter for Android",27,"x1456632789336535040","x304683513","vgarousi",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x304683513","vgarousi","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1457498224583790592","Ardiansyah","Yogyakarta, Indonesia","PhD student in software engineering @DTETI Universitas Gadjah Mada | search based software engineering | worked @Universitas Ahmad Dahlan.","https://t.co/btuTpvnKAr",FALSE,461,896,2,1684,198,2011-05-29 04:19:09,FALSE,"https://t.co/btuTpvnKAr","http://ardiansyah.tif.uad.ac.id",,"https://pbs.twimg.com/profile_banners/307166715/1404440475","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/951970957773516801/JbrdNAkK_normal.jpg"
"x329047285","x1471419006951120896",2021-12-16 09:56:43,"iaaslcugm","Be sure to save the date and get ready for the fun!!🤩🤩

IAAS, 
Think Globally, 
Act Locally!","Twitter for iPhone",92,"x1471419004237475842","x329047285","iaaslcugm",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1471419006951120896","IAAS LC UGM","Yogyakarta, Indonesia","International Association of Students in Agricultural and Related Science (IAAS) Local Committee Universitas Gadjah Mada | Email: admin@iaaslcugm.or.id","https://t.co/Lm8q2UvWxF",FALSE,952,496,2,3692,44,2011-07-04 13:20:47,FALSE,"https://t.co/Lm8q2UvWxF","https://linktr.ee/iaaslcugm",,"https://pbs.twimg.com/profile_banners/329047285/1590895357","http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/1266933053047230466/4YeYxqzO_normal.jpg"
"x488487841","x1466865420154159107",2021-12-03 20:22:23,"mesinugm2010","one person followed me // automatically checked by https://t.co/GmtaeHIZ8E","fllwrs",74,,,,FALSE,FALSE,0,0,,,,,"fllwrs.com","https://t.co/GmtaeHIZ8E","http://fllwrs.com",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1466865420154159107","TEKNIK MESIN UGM '10","Yogyakarta","Official account resmi | Mechanical Engineering | Universitas Gadjah Mada, 2010 Only",,FALSE,431,343,0,997,0,2012-02-10 14:19:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/488487841/1367459597","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1817435915/185283_2008623213922_1193949917_1861503_3569424_n_normal.jpg"
"x172206385","x1462036217579520001",2021-11-20 12:32:52,"dentalproject_","[CLOSING DENTAL PROJECT 2021]

Today was really magical thanks to you guys! thank you for staying and having fun with us in this wonderful night you’ve all made!🤍 

See you on Dental Project 2022👋 https://t.co/NrcojHq1F0","Twitter for Android",196,"x1462033368804048897","x172206385","dentalproject_",FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/media/FEoyK4nUcAURnv0.jpg","https://t.co/NrcojHq1F0","https://twitter.com/dentalproject_/status/1462036217579520001/photo/1","photo","http://pbs.twimg.com/media/FEoyK4nUcAURnv0.jpg http://pbs.twimg.com/media/FEoyLmMUcAIw4X7.jpg http://pbs.twimg.com/media/FEoyMA4VcAALoyk.jpg","https://t.co/NrcojHq1F0 https://t.co/NrcojHq1F0 https://t.co/NrcojHq1F0","https://twitter.com/dentalproject_/status/1462036217579520001/photo/1 https://twitter.com/dentalproject_/status/1462036217579520001/photo/1 https://twitter.com/dentalproject_/status/1462036217579520001/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1462036217579520001","DENTAL PROJECT 2021","Yogyakarta","The first event conveying dental health education through music held by Faculty of Dentistry Universitas Gadjah Mada.","https://t.co/O0rr5ihUd2",FALSE,1640,61,3,7633,146,2010-07-29 04:09:09,FALSE,"https://t.co/O0rr5ihUd2","http://bit.ly/LINE_OfficialAccount",,"https://pbs.twimg.com/profile_banners/172206385/1599222452","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1342809489213247488/Cq9WJs9Q_normal.jpg"
"x1270974908","x1434390753489272833",2021-09-05 05:39:39,"segugmsc","we got a lot of insights about PT. Supreme Energy. We also expand our network and knowledge about geothermal with them.

#SEGUGMSC021
#TogetherWeStand
#TogetherWeUnite","Twitter for Android",167,"x1434390707309924355","x1270974908","segugmsc",FALSE,FALSE,0,0,,,"SEGUGMSC021 TogetherWeStand TogetherWeUnite",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1434390753489272833","SEG UGM SC","Yogyakarta, Indonesia","Official Twitter of Society of Exploration Geophysicists Universitas Gadjah Mada Student Chapter | email : seg.universitasgadjahmada@gmail.com |","https://t.co/NwwLULTGct",FALSE,577,118,2,1698,250,2013-03-15 23:39:55,FALSE,"https://t.co/NwwLULTGct","https://goo.gl/WjaIWx",,"https://pbs.twimg.com/profile_banners/1270974908/1363398834","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1238061738072797184/N_M0Wa7Y_normal.jpg"
"x119791616","x1471529087210377222",2021-12-16 17:14:08,"mochibrahim","Very interesting analyses about the virology of #Omicron, which may explain the faster spread of this variant.

According to a new lab study, Omicron infects &amp; multiplies ~70x faster than the Delta variant and the wild type SARS-CoV-2 in the human bronchus, but not in the lung.","Twitter for iPad",140,,,,FALSE,TRUE,0,4985,,,"Omicron",,,,,,,,,,,,,"x67069351","mugecevik","en",,,,,,,,,,,,,,,,"x1471088936999137281","Very interesting analyses about the virology of #Omicron, which may explain the faster spread of this variant.

According to a new lab study, Omicron infects &amp; multiplies ~70x faster than the Delta variant and the wild type SARS-CoV-2 in the human bronchus, but not in the lung.",2021-12-15 12:05:08,"Twitter Web App",12532,4985,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1471529087210377222","Mohammad Ibrahim","","Associate law lecturer at Universitas Gadjah Mada, Indonesia. Interests: constitutional law, human rights, discrimination, etc. Views are mine.",,FALSE,986,1466,7,8200,2520,2010-03-04 17:17:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/119791616/1588723286","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1257822736056901632/fspMh0Aq_normal.jpg"
"x283509909","x1441013047703736321",2021-09-23 12:14:17,"chronicsugm","Best Ad : Slipwel 
Most Favorite Product : Despromics Warriors 

What a wonderful day !

Thank you for you participation! Stay safe and healthy. See you in CHRONICS 2021!

#CHRONICS2021 https://t.co/kTxxIIJq6Y","Twitter Web App",185,"x1441012576276529162","x283509909","chronicsugm",FALSE,FALSE,0,0,,,"CHRONICS2021",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1441012510119792640/pu/img/_qRyH8768hs2hqdo.jpg","https://t.co/kTxxIIJq6Y","https://twitter.com/chronicsugm/status/1441013047703736321/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1441012510119792640/pu/img/_qRyH8768hs2hqdo.jpg","https://t.co/kTxxIIJq6Y","https://twitter.com/chronicsugm/status/1441013047703736321/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1441013047703736321","Chronics UGM 2021","Yogyakarta, Indonesia","ASIA's Challenge on Product Design and Ergonomics.
An annual competition held by Himpunan Mahasiswa Teknik Industri Universitas Gadjah Mada.","https://t.co/UNGPmH5ahm",FALSE,589,2,1,3237,31,2011-04-17 12:41:18,FALSE,"https://t.co/UNGPmH5ahm","http://chronics.id/",,"https://pbs.twimg.com/profile_banners/283509909/1631544733","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1367825289070346240/ahxl9xR4_normal.jpg"
"x213611906","x1464943607450779658",2021-11-28 13:05:48,"speugmsc","Follow all SPE UGM social media to keep updated with our latest information!

Website: https://t.co/ctXjQmMz1J
Instagram: @speugmsc
Line@: @mfd6730i
LinkedIn: SPE UGM SC

#PresidentElection
#SPEUGMSC
#ThriveToGreatness","Twitter for Android",218,"x1464943605148123142","x213611906","speugmsc",FALSE,FALSE,0,0,,,"PresidentElection SPEUGMSC ThriveToGreatness",,"speugmsc.id","https://t.co/ctXjQmMz1J","http://speugmsc.id",,,,,,,,,"x213611906","speugmsc","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1464943607450779658","SPE UGM SC","Yogyakarta, Indonesia","Latest tweets from Society of Petroleum Engineers - Universitas Gadjah Mada Student Chapter
connect@speugmsc.id
#ThriveToGreatness","https://t.co/IagiuLWpw2",FALSE,1008,249,4,2015,11,2010-11-09 10:48:14,FALSE,"https://t.co/IagiuLWpw2","https://speugmsc.id",,"https://pbs.twimg.com/profile_banners/213611906/1579596003","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1219540276554788864/snNip6pS_normal.jpg"
